dd_id,deployment
455571,OMEGAS-ITRPXX-GIFET
455572,OMEGAS-IVDPXX-GIFET
455573,OMEGAS-SHLX00-GIFET
455574,OMEGAS-IBODXX-GIFET
455575,OMEGAS-ILOLXX-GIFET
455576,OMEGAS-ITRPXX-GIFET
455577,OMEGAS-IVDPXX-GIFET
455578,ASET_seals_and_prey
455579,lab_Acevedo
455580,Stable_Isotope_Core_seals
455581,lab_Christensen_GreenEyes
455582,AB_63_1
455583,AB_63_2
455584,AB_63_3
455585,AB_63_4A
455586,AB_63_A
455587,AB_64_5
455588,AB_64_6
455589,AB_64_7
455590,AB_64_8
455591,Ar_62_Lu
455592,Ar_64_Do
455593,Co_63_196
455594,Co_63_198
455595,Ko_62_14
455596,Dm_62_2
455597,Dm_62_4
455598,Dm_63_1
455599,Dm_63_2
455600,Dm_63_3
455601,Dm_63_5
455602,Dm_64_3
455603,Dm_64_5
455604,Dm_65_1
455605,Di_63_1
455606,Di_64_3
455607,Ga_62_4
455608,Ga_63_1
455609,Ka_63_3
455610,Ki_63_4
455611,Ki_63_7
455612,Ki_63_11
455613,Ki_63_13
455614,Ki_63_14
455615,Ki_64_15
455616,Ki_64_16
455617,Ki_64_17
455618,Ki_64_19
455619,Ki_64_20
455620,Ki_65_21
455621,Ki_65_22
455622,Ki_65_25
455623,Ki_65_26
455624,Ki_65_27
455625,Me_64_1
455626,Na_62_5
455627,Na_63_6
455628,Os_62_1
455629,Os_63_7
455630,Os_64_11
455631,Pi_64_442
455632,Um_62_23
455633,Um_63_24
455634,Va_63_30
455635,Va_63_31
455636,Va_63_104
455637,Va_63_106
455638,Vi_62_35
455639,Vi_64_36
455640,Zu_64_Zu
455641,PE09-12
455642,PE10-01
455643,lab_Acevedo
455644,AE0811
455645,AE0813
455646,AE0816
455647,AE0820
455648,AE0823
455649,AE0826
455650,AE0829
455651,AE0901
455652,AE0902
455653,AE0904
455654,AE0907
455655,AE0909
455656,AE0911
455657,AE0916
455658,AE0919
455659,AE0921
455660,AE0924
455661,AE0926
455662,AE0928
455663,AE1001
455664,AE1003
455665,AE1005
455666,AE1006
455667,AE1009
455668,NEC-CE2009-1
455669,AVHRR_SST_Zoom1995-2003
455670,KN199-04
455671,KN204-01
455672,KN199-04
455673,KN199-04
455674,KN199-04
455675,KN199-04
455676,KN195-08
455677,KN199-04
455678,KN204-01
455679,KN204-01
455680,KN199-05
455681,KN199-04
455682,KN204-01
455683,KN204-01
455684,KN193-06
455685,KN204-01
455686,KN199-04
455687,KN195-08
455688,KN195-08
455689,KN199-04
455690,KN204-01
455691,KN193-06
455692,KN193-05
455693,KN199-04
455694,KN204-01
455695,KN204-01
455696,KN199-04
455697,KN204-01
455698,KN204-01
455699,KN199-04
455700,KN204-01
455701,KN204-01
455702,KN199-04
455703,KN204-01
455704,KN199-04
455705,KN199-04
455706,KN204-01
455707,KN199-04
455708,KN204-01
455709,KN199-04
455710,KN204-01
455711,KN199-04
455712,KN204-01
455713,KN199-04
455714,KN204-01
455715,KN204-01
455716,KN199-04
455717,KN199-04
455718,KN204-01
455719,KN199-04
455720,KN204-01
455721,KN199-04
455722,SO202
455723,DMSP_Dauphin_Island
455724,DMSP_Dauphin_Island
455725,KN199-04
455726,KN204-01
455727,KN199-04
455728,KN204-01
455729,KN199-04
455730,KN204-01
455731,KN199-04
455732,KN204-01
455733,KN199-04
455734,KN199-04
455735,KN204-01
455736,KN199-04
455737,HRS090706DK
455738,KN199-04
455739,KN204-01
455740,KN199-04
455741,KN199-04
455742,KN204-01
455743,KN199-04
455744,KN199-04
455745,KN204-01
455746,KN199-04
455747,KN204-01
455748,DMSP_Dauphin_Island
455749,DMSP_Dauphin_Island
455750,EN484
455751,EN487
455752,KN207-03
455753,EN496
455754,EN509
455755,CH0711
455756,KN207-03
455757,KM0812
455758,KM0919
455759,SJ0516
455760,MILOCO_Chile_2009-01-13
455761,MILOCO_Chile_2009-03-04
455762,MILOCO_Chile_2009-03-23
455763,MILOCO_Chile_2009-04-16
455764,MILOCO_Chile_2009-05-28
455765,MILOCO_Chile_2009-06-25
455766,MILOCO_Chile_2009-07-14
455767,KN197-08
455768,MV1110
455769,AT21-04
455770,MILOCO_Chile_2009-08-31
455771,MILOCO_Chile_2009-09-28
455772,MILOCO_Chile_2009-10-14
455773,MILOCO_Chile_2009-11-25
455774,MILOCO_Chile_2010-01-21
455775,MILOCO_Chile_2010-02-26
455776,MILOCO_Chile_2010-04-29
455777,MILOCO_Chile_2010-05-30
455778,MILOCO_Chile_2010-06-26
455779,MILOCO_Chile_2010-07-31
455780,MILOCO_Chile_2010-10-05
455781,MILOCO_Chile_2010-10-26
455782,COPAS-115
455783,COPAS-116
455784,COPAS-117
455785,MILOCO_Chile_2011-03-02
455786,MILOCO_Chile_2011-03-30
455787,MILOCO_Chile_2010-08-31
455788,MILOCO_Chile_2010-09-29
455789,MILOCO_Oregon_2009-04-16
455790,MILOCO_Oregon_2009-05-27
455791,MILOCO_Oregon_2009-06-10
455792,MILOCO_Oregon_2009-07-08
455793,MILOCO_Oregon_2009-07-30
455794,MILOCO_Oregon_2009-08-05
455795,MILOCO_Oregon_2009-08-14
455796,MILOCO_Oregon_2009-08-24
455797,MILOCO_Oregon_2009-09-21
455798,MILOCO_Oregon_2009-12-02
455799,MILOCO_Oregon_2010-04-14
455800,MILOCO_Oregon_2010-05-31
455801,MILOCO_Oregon_2010-06-17
455802,MILOCO_Oregon_2010-07-07
455803,MILOCO_Oregon_2010-07-14
455804,MILOCO_Oregon_2010-07-21
455805,MILOCO_Oregon_2010-08-04
455806,MILOCO_Oregon_2010-08-10
455807,MILOCO_Oregon_2010-08-20
455808,MILOCO_Oregon_2010-09-01
455809,MILOCO_Oregon_2010-09-17
455810,MILOCO_Oregon_2011-03-21
455811,MILOCO_Oregon_2011-04-21
455812,MILOCO_Oregon_2011-05-05
455813,MILOCO_Oregon_2011-06-09
455814,MILOCO_Oregon_2011-06-23
455815,MILOCO_Oregon_2011-07-13
455816,MILOCO_Oregon_2011-08-03
455817,MILOCO_Oregon_2011-08-31
455818,MILOCO_Oregon_2011-09-14
455819,KM0919
455820,KM0920
455821,KN195-07
455822,KM0801
455823,KM0802
455824,KM0806
455825,KM0811
455826,KM0813
455827,KM0815
455828,KM0820
455829,KM0822
455830,KM0902
455831,KM0907
455832,KM0915
455833,KM0918
455834,KM0920
455835,KN195-07
455836,KOK0909
455837,KOK0916
455838,KOK0917
455839,KOK0920
455840,KM0812
455841,KM0919
455842,KM0801
455843,KM0802
455844,KM0806
455845,KM0811
455846,KM0813
455847,KM0815
455848,KM0820
455849,KM0822
455850,KM0902
455851,KM0907
455852,KN195-07
455853,KOK0909
455854,KM0915
455855,KM0918
455856,KM0920
455857,KOK0916
455858,KOK0917
455859,KOK0920
455860,AE1102
455861,AE1118
455862,AE1206
455863,AE1219
455864,AE1102
455865,AE1118
455866,AE1206
455867,AE1219
455868,AVHRR_SST_Zoom1995-2003
455869,SJ0516
455870,EN510
455871,AVHRR_SST_Zoom1995-2003
455872,AVHRR_SST_Zoom1995-2003
455873,AVHRR_SST_Zoom1995-2003
455874,AVHRR_SST_Zoom1995-2003
455875,OC468-02
455876,EN496
455877,EN509
455878,EN510
455879,SJ0516
455880,OC468-02
455881,EN496
455882,EN509
455883,TN277
455884,TN277
455885,LSI_Reef_Surveys_09-12
455886,KN207-03
455887,NH1208
455888,EN520
455889,AVHRR_WNA_2004-2018
455890,CT2010
455891,C223A
455892,C230A
455893,C235A
455894,C241A
455895,KN199-04
455896,KN204-01
455897,AE0811
455898,AE0813
455899,AE0816
455900,AE0820
455901,AE0823
455902,AE0826
455903,AE0829
455904,AE0901
455905,AE0902
455906,AE0904
455907,AE0907
455908,AE0909
455909,AE0911
455910,AE0916
455911,AE0919
455912,AE0921
455913,AE0924
455914,AE0926
455915,AE0928
455916,AE1001
455917,AE1003
455918,AE1005
455919,AE1006
455920,AE1009
455921,BH10-14
455922,LSI_Reef_Surveys_09-12
455923,LSI_Reef_Surveys_09-12
455924,BH10-14
455925,BH09-05
455926,BH09-12
455927,BH10-14
455928,BH10-03
455929,AE1102
455930,AE1118
455931,AE1206
455932,AE1219
455933,KN199-04
455934,KN204-01
455935,lab_UCIrvine_Martiny
455936,BH10-03
455937,KN199-04
455938,KN204-01
455939,LSI_Reef_Surveys_09-12
455940,FK003
455941,KN199-04
455942,KN204-01
455943,OC461
455944,OC455
455945,BATS_cruises
455946,BH10-14
455947,NBP0608
455948,lab_UCSB_MSI_Passow
455949,lab_UCSB_MSI_Passow
455950,FK003
455951,Eleuthera_Reef_Surveys_2012
455952,Eleuthera_Reef_Surveys_2012
455953,Eleuthera_Reef_Surveys_2012
455954,LSI_Reef_Surveys_09-12
455955,LSI_Reef_Surveys_09-12
455956,NBP0608
455957,Eleuthera_Reef_Surveys_2012
455958,KN199-04
455959,KN204-01
455960,Eleuthera_Reef_Surveys_2012
455961,NBP0608
455962,AE1102
455963,AE1118
455964,AE1206
455965,AE1219
455966,NBP0608
455967,HOT_cruises
455968,LSI_Reef_Surveys_09-12
455969,MuLTI_2010
455970,lab_UCSB_MSI_Passow
455971,lab_UCSB_MSI_Passow
455972,lab_UCSB_MSI_Passow
455973,lab_UCSB_MSI_Passow
455974,lab_UCSB_MSI_Passow
455975,lab_UCSB_MSI_Passow
455976,TT013
455977,OC449-10
455978,TT013
455979,lab_EPA_WED_2009
455980,AE1102
455981,AE1118
455982,AE1206
455983,AE1219
455984,EN524
455985,SK256
455986,SS263
455987,SS273
455988,SS286
455989,lab_AWI_Wadden_2007
455990,EN524
455991,EN524
455992,LSI_Reef_Surveys_09-12
455993,LSI_Reef_Surveys_09-12
455994,PIMS_Hixon
455995,PIMS_Hixon
455996,KN182-09
455997,CH0112
455998,Takahashi_LDEO
455999,NBP0608
456000,KN204-01
456001,lab_Hutchins_07-12_diazotrophs
456002,lab_Hutchins_07-12_diazotrophs
456003,lab_Hutchins_07-12_diazotrophs
456004,lab_Hutchins_07-12_diazotrophs
456005,KOK1108
456006,Eleuthera_Reef_Surveys_2012
456007,Eleuthera_Reef_Surveys_2012
456008,LSI_Reef_Surveys_09-12
456009,LSI_Reef_Surveys_09-12
456010,lab_SBU_Collier
456011,AVHRR_WNA_2004-2018
456012,Coral_Bleaching_Dives_Weil
456013,Coral_Bleaching_Dives_Weil
456014,Coral_Bleaching_Dives_Weil
456015,Coral_Bleaching_Dives_Weil
456016,lab_Mooney
456017,NBP0608
456018,lab_Mooney
456019,lab_Mooney
456020,lab_Mooney
456021,lab_Mooney
456022,LSI_Reef_Surveys_09-12
456023,Cayman_Reef_Surveys_10-11
456024,PIMS_Hixon
456025,PIMS_Hixon
456026,Guam_Reef_Surveys_09-10
456027,Philippines_Reef_Surveys_10-11
456028,KN207-01
456029,KN192-05
456030,Cayman_Reef_Surveys_10-11
456031,Cayman_Reef_Surveys_10-11
456032,Cayman_Reef_Surveys_10-11
456033,Eleuthera_Reef_Surveys_2012
456034,Eleuthera_Reef_Surveys_2012
456035,LSI_Reef_Surveys_09-12
456036,Cayman_Reef_Surveys_10-11
456037,WS1005
456038,AVHRR_WNA_2004-2018
456039,AVHRR_WNA_2004-2018
456040,AVHRR_WNA_2004-2018
456041,AVHRR_WNA_2004-2018
456042,AVHRR_WNA_2004-2018
456043,AVHRR_WNA_2004-2018
456044,KN199-04
456045,KN204-01
456046,KN199-04
456047,KN204-01
456048,lab_Ries_UNC_Chapel_Hill
456049,lab_Ries_Sapodilla_Caye
456050,lab_Ries_Sapodilla_Caye
456051,lab_Ries_UNC_Chapel_Hill
456052,Takahashi_LDEO
456053,WS1005
456054,Hamelin_Pool_Edgcomb
456055,EN501
456056,EN502
456057,EN513
456058,EN520
456059,Coral_Bleaching_Dives_Weil
456060,KM1016
456061,KM1110
456062,KN210-04
456063,lab_Webb_Hutchins_Fu
456064,McMurdo_scuba_1988
456065,NH1106
456066,KM1016
456067,KM1110
456068,lab_UW_FHL_OAEL_Carrington
456069,NH1106
456070,NH1006
456071,LSI_Reef_Surveys_09-12
456072,Guam_Reef_Surveys_09-10
456073,LSI_Reef_Surveys_09-12
456074,Philippines_Reef_Surveys_10-11
456075,Cayman_Reef_Surveys_10-11
456076,KM1016
456077,KM1110
456078,AE1102
456079,AE1118
456080,AE1206
456081,AE1219
456082,AE1102
456083,AE1118
456084,AE1206
456085,AE1219
456086,lab_UW_FHL_OAEL_Carrington
456087,lab_UW_FHL_OAEL_Carrington
456088,lab_UW_FHL_OAEL_Carrington
456089,lab_UW_FHL_OAEL_Carrington
456090,lab_UW_FHL_OAEL_Carrington
456091,lab_UW_FHL_OAEL_Carrington
456092,lab_UW_FHL_OAEL_Carrington
456093,lab_UW_FHL_OAEL_Carrington
456094,PICO_1-301
456095,PS0819
456096,PICO_1-301
456097,PICO_1-301
456098,PICO_1-301
456099,PICO_1-301
456100,PICO_1-301
456101,PICO_1-301
456102,PICO_1-301
456103,PICO_1-301
456104,lab_UCSB_MSI_Passow
456105,lab_Hutchins_07-12_diazotrophs
456106,lab_dePutron_BIOS
456107,lab_Cohen_WHOI
456108,lab_Hutchins_07-12_diazotrophs
456109,lab_Hutchins_07-12_diazotrophs
456110,lab_Hutchins_07-12_diazotrophs
456111,NEAHBAY_Winter2012
456112,MACKINAW_Winter2013
456113,GRIFFON_2013-01-801
456114,NEAHBAY_Winter2012
456115,MACKINAW_Winter2013
456116,GRIFFON_2013-01-801
456117,lab_UCSB_MSI_Passow
456118,lab_UCSB_MSI_Passow
456119,McMurdo_SCINI_2010
456120,SCove_Moor_MHG
456121,McMurdo_SCINI_2010
456122,KOK1204
456123,KOK1205
456124,KM1211
456125,KM1213
456126,KM1215
456127,KM1216
456128,KM1217
456129,KM1218
456130,KM1219
456131,KM1220
456132,KM1222
456133,KM1215
456134,KM1216
456135,KM1217
456136,KM1218
456137,KM1219
456138,KM1220
456139,KM1215
456140,KM1216
456141,KM1217
456142,KM1218
456143,KM1219
456144,KM1220
456145,KM1215
456146,KM1217
456147,KM1219
456148,lab_SIO_Levin
456149,RB-08-02
456150,RB-08-02
456151,RB-08-02
456152,OC415-01
456153,WB0506
456154,OC415-03
456155,WB0508
456156,RB-08-02
456157,RB-08-02
456158,CFRE_Song_2009
456159,JC18
456160,CFRE_Song_2009
456161,KN199-04
456162,KN204-01
456163,EN496
456164,lab_Hutchins_07-12_diazotrophs
456165,lab_Hutchins_07-12_diazotrophs
456166,EN509
456167,OC468-02
456168,lab_Hutchins_07-12_diazotrophs
456169,EN496
456170,KN199-04
456171,KN204-01
456172,EN509
456173,OC468-02
456174,KN199-04
456175,KN204-01
456176,Tampa_Bay_Seawall_Breitbart
456177,64PE280
456178,MV1209
456179,MV1217
456180,MV1209
456181,MV1217
456182,64PE280
456183,MV1209
456184,MV1217
456185,MV1209
456186,MV1217
471612,64PE280
471615,64PE325
471657,64PE325
471704,lab_UCSB_MSI_Passow
471727,lab_UCSB_MSI_Passow
471776,NH1106
471962,Gilly_Squid_CCS1
471983,Gilly_Squid_CCS1
472107,TI668
472201,Gilly_Squid_GOC1
472202,Gilly_Squid_GOC2
472203,Gilly_Squid_GOC3
472204,Gilly_Squid_GOC1
472205,Gilly_Squid_GOC2
472206,Gilly_Squid_GOC3
472227,TI700
472281,TI715
472327,TI668
472353,TI700
472373,TI715
472396,Lab_Stanford_HMS_Palumbi
472515,TI668
472516,TI700
472517,TI715
472527,TI668
472534,TI700
472535,TI715
472539,TI715
472784,Black_model
472785,Black_model
472786,Black_model
472787,Black_model
472788,Black_model
472789,Black_model
472790,Black_model
472828,KN199-04
472892,OMEGAS-IHOPXX-GIFET
472913,Sebens_lab
472914,Sebens_lab
472915,Sebens_lab
472916,Sebens_lab
472929,OMEGAS-IHOPXX-GIFET
472991,Sebens_lab
473012,OC469-01
473163,Sebens_lab
473246,MV1101
473247,RR1202
473287,Ongael_2013-09
473302,KN210-04
473370,HRS100808BW
473426,HRS100808BW
473467,HRS100808BW
473485,AT21-04
473486,KN197-08
473487,MV1110
473501,AT21-04
473502,KN197-08
473503,MV1110
473515,AT21-04
473516,KN197-08
473517,MV1110
473671,AII-112-28
473706,MCR11-1
473771,AII-112-28
473800,AT21-04
473801,KN197-08
473802,MV1110
473812,AT21-04
473813,KN197-08
473814,MV1110
473823,AT21-04
473824,KN197-08
473825,MV1110
473835,AT21-04
473836,KN197-08
473837,MV1110
473838,MCR11-1
473877,MV1101
473878,RR1202
473903,MV1101
474012,RR1202
474145,MV1101
474163,RR1202
474392,Milos_vents_2012
474417,lab_Kustka
474430,lab_McGillicuddy
474656,BT-10-01
474657,BT-10-02
474658,BT-10-03
474659,BT-10-04
474660,BT-10-05
474661,BT-10-06
474662,BT-10-07
474663,BT-10-08
474664,BT-10-09
474665,BT-10-10
474666,BT-10-01
474667,BT-10-02
474668,BT-10-03
474669,BT-10-04
474670,BT-10-05
474671,BT-10-06
474672,BT-10-07
474673,BT-10-08
474674,BT-10-09
474675,BT-10-10
475022,BT-10-11
475023,BT-10-12
475024,BT-10-13
475025,BT-10-14
475026,BT-10-15
475027,BT-10-16
475028,BT-10-17
475029,BT-10-18
475030,BT-10-19
475031,BT-10-20
475035,BT-10-11
475037,BT-10-12
475038,BT-10-13
475039,BT-10-14
475040,BT-10-15
475042,BT-10-16
475044,BT-10-17
475045,BT-10-18
475046,BT-10-19
475047,BT-10-20
475816,BT-11-01
475817,BT-11-02
475818,BT-11-03
475819,BT-11-04
475820,BT-11-05
475821,BT-11-06
475822,BT-11-07
475823,BT-11-08
475824,BT-11-09
475825,BT-11-10
475826,BT-11-11
475827,BT-11-12
475828,BT-11-13
475829,BT-11-14
475830,BT-11-15
475831,BT-11-16
475832,BT-11-01
475833,BT-11-02
475834,BT-11-03
475835,BT-11-04
475836,BT-11-05
475837,BT-11-06
475838,BT-11-07
475839,BT-11-08
475840,BT-11-09
475841,BT-11-10
475842,BT-11-11
475843,BT-11-12
475844,BT-11-13
475845,BT-11-14
475846,BT-11-15
475847,BT-11-16
476258,BT-12-01
476260,BT-12-02
476261,BT-12-03
476262,BT-12-04
476263,BT-12-05
476264,BT-12-06
476265,BT-12-07
476266,BT-12-08
476267,BT-12-09
476268,BT-12-10
476269,BT-12-11
476270,BT-12-12
476272,BT-12-13
476273,BT-12-14
476274,BT-12-15
476275,BT-12-17
476277,BT-12-01
476278,BT-12-02
476279,BT-12-03
476280,BT-12-04
476281,BT-12-05
476282,BT-12-06
476283,BT-12-07
476284,BT-12-08
476285,BT-12-09
476286,BT-12-10
476287,BT-12-11
476288,BT-12-12
476289,BT-12-13
476290,BT-12-14
476291,BT-12-15
476292,BT-12-16
476293,BT-12-17
480731,Fiji_2011
481167,KN210-04
485600,glider_Chile_201006
485601,glider_Chile_201009
485602,glider_Chile_201011
485603,glider_Chile_201101
485604,glider_Chile_201103
485607,glider_Chile_201107
485608,glider_Chile_201212
485609,glider_Chile_201006
485610,glider_Chile_201009
485611,glider_Chile_201011
485612,glider_Chile_201101
485613,glider_Chile_201103
485614,glider_Chile_201107
485615,glider_Chile_201212
487190,NBP1002
487194,NBP1002
488761,Fiji_2011
488776,Fiji_2011
488793,Fiji_2011
488815,Fiji_2011
488833,Fiji_2011
488874,LMG1110
488879,Cape_Flattery_2011
489049,CB946
489050,CB948
489051,CB958
489052,CB961
489053,CB963
489054,CB978
489055,CB981
489056,CB983
489090,Cape_Flattery_2011
489113,Palau_reefs_2011-13
489289,Cape_Flattery_2011
489315,Cape_Flattery_2011
489353,NBP1002
489412,AT15-68
489413,AT18-10
489414,AT15-44
489415,AT15-59
489426,Cape_Flattery_2011
489448,lab_Cohen_WHOI
489452,lab_Cohen_WHOI
489491,JR177
490482,CB943
490491,lab_Cohen_WHOI
490500,NBP0601
490891,NBP0601
490938,MV1110
490962,MV1110
491040,KN197-08
491041,MV1110
491042,AT21-04
491071,KN197-08
491072,MV1110
491073,AT21-04
491078,NBP0601
491102,NBP0601
491147,KN197-08
491148,MV1110
491149,AT21-04
491168,KN197-08
491169,MV1110
491170,AT21-04
491184,KN197-08
491185,MV1110
491186,AT21-04
491197,KN197-08
491198,MV1110
491199,AT21-04
491210,KN197-08
491214,MV1110
491215,AT21-04
491269,FHL_WeatherStation
491407,TI725
491414,TI668
491415,TI700
491416,TI715
491417,TI725
491467,lab_dePutron_BIOS
491468,lab_Cohen_WHOI
502627,TN303
503137,TN303
503151,TN303
503167,TN303
504842,lab_Virginia_Aquarium_Climate_Change_Facility
504867,NBP0601
504923,lab_Virginia_Aquarium_Climate_Change_Facility
504963,lab_Virginia_Aquarium_Climate_Change_Facility
504983,lab_Virginia_Aquarium_Climate_Change_Facility
505010,NBP0601
505037,lab_Virginia_Aquarium_Climate_Change_Facility
505059,lab_Virginia_Aquarium_Climate_Change_Facility
505224,KM1301
505298,KM1301
505326,OFoighil_2014
505327,OFoighil_2014
505439,OFoighil_2014
505461,OFoighil_2014
505480,OFoighil_2014
505497,OFoighil_2014
505528,NBP0601
505570,OC471-01
505620,Pfister_2009
505622,Pfister_shore
505833,lab_UW_FHL_OAEL_Carrington
505850,lab_UW_FHL_OAEL_Carrington
505885,lab_UW_FHL_OAEL_Carrington
506112,Thorrold_2004-11
506115,Thorrold_2004-11
506126,TT050
506127,TT054
506142,lab_Thornton
506199,AII-112-28
506248,lab_Edmunds_NMMBA
506266,TI729
506293,TI729
506294,TI729
506295,TI729
511076,TI729
511192,NBP1201
511222,NBP1201
511360,lab_Thornton
511469,OC469-01
511470,OC471-01
511487,TI725
511578,lab_Thornton
511607,OMEGAS-ICMDXX-GIFET
511624,OMEGAS-CBLX00-GIFET
511625,OMEGAS-ICMDXX-GIFET
511626,OMEGAS-KHLX00-GIFET
511652,Pfister_shore_2008-10
511661,TT050
511662,TT054
511669,AVHRR_WNA_2004-2018
511764,CH0710
511765,Viosca_Knoll_VK826_2010
512786,AE1006
512814,AE1024
514190,MR11-05_Leg_2
514191,MR12-02_Leg_2
514192,Fukushima_F1_mooring
514201,lab_Edmunds_NMMBA
514220,KN204-01
514228,KN204-01
514260,lab_Rynearson_diatoms
514362,KM1301
514443,AE1004
514785,KM1301
514792,KM1301
514813,Hut_Point_2011
514814,Cape_Evans_2011
514815,New_Harbor_2011
514862,KM1301
514891,Lab_UCSD_Vernet
515354,Hutchins_2011
515371,LDZ1
515372,LDZ2
515373,LDZ3
515763,KM1312
515784,MV1008
515828,HRS100709BC
515830,LDZ5
515831,LDZ6
515833,LDZ7
515834,LDZ8
515836,LDZ9
515839,LDZ10
515840,HRS110705BC
515843,LDZ12
515845,LDZ13
515847,LDZ14
515862,TN253
515956,TN253
515978,MV1008
515982,TT039
515989,MV1008
516032,MV1008
516070,MV1008
516115,MV1008
516165,MV1008
516177,MV1008
516230,MV1008
516253,Glynn_fish_transects
516302,MV1008
516333,MV1008
516374,MV1008
516451,TI725
516515,MV1008
516533,lab_Edmunds_NMMBA
516579,Glynn_fish_transects
516590,MV1008
516639,Glynn_fish_transects
516673,MV1008
516729,KN199-04
516733,lab_Kustka
516787,lab_Edmunds_NMMBA
516944,KM0325
516946,KOK0220
516948,KM0608
516949,KM0627
516952,KOK1115
516955,KOK1115
516976,RWU_Marston_2014
517233,KOK1115
517259,KOK1115
517276,Witman_2014
517322,MV1015
517343,MV1008
517409,HOT_cruises
517422,MV1008
517461,MV1008
517544,KM1125
517555,KM0715
517566,KOK1012
517577,KOK0220
517578,KOK0916
517579,KM0325
517580,KM0627
517581,KM0608
517592,KOK0220
517593,KM0325
517604,KM0608
517615,KM0627
517626,KM0814
517636,KN207-03
517702,Coral_physiology_field_exper
517842,PS1009
517986,TI746
517988,TI746
517989,TI746
518040,PS1103
518106,TI746
518185,TI746
518405,AT26-15
518406,PS1103
518466,lab_Carpenter_Moorea
518476,LDZ1
518477,LDZ2
518478,LDZ3
518479,HRS100709BC
518480,LDZ5
518481,LDZ6
518482,LDZ7
518483,LDZ8
518484,LDZ9
518485,LDZ10
518486,HRS110705BC
518487,LDZ12
518488,LDZ13
518489,LDZ14
518499,lab_Carpenter_Moorea
518541,KM1301
518542,KM1312
518545,KM1301
518546,KM1312
518579,KM1301
518580,KM1312
518586,KM1312
520291,KM1312
520486,Pfister_shore_2008-10
520498,Palau_reefs_2011-13
520597,BIPXII_10_2013
521217,BodegaBay_Stachowicz
521226,BodegaBay_Stachowicz
521278,Lab_Olson_B
521287,Lab_Olson_B
521320,Lab_Olson_B
521355,Lab_Olson_B
521411,Lab_Olson_B
521423,Lab_Love
521424,Lab_Love
521577,JRES-198
521600,HRS100524JP
521601,HRS100819JP
521602,HRS100920JP
521603,HRS110525JP
521604,HRS110719JP
521605,HRS110922JP
521666,OC471-02
522594,lab_Edmunds_NMMBA
522638,lab_Edmunds_NMMBA
522652,TN303
522662,TN303
522674,TN303
522704,lab_Edmunds_NMMBA
522735,TN303
522744,lab_Edmunds_NMMBA
522764,TN303
522785,TN303
522797,TN303
522809,TN303
522821,TN303
522833,TN303
522845,TN303
522857,TN303
522879,TN303
522894,TN303
522906,TN303
523362,Edmunds_VINP
523447,Edmunds_VINP
523457,Edmunds_VINP
523487,Edmunds_VINP
523535,Levin_mussels
523547,Levin_mussels
523590,EN531
523641,Edmunds_VINP
523654,Edmunds_VINP
523667,Edmunds_VINP
523682,Edmunds_VINP
523697,Edmunds_VINP
523735,Edmunds_VINP
523754,Edmunds_VINP
525506,Edmunds_VINP
525526,HLY1202
525553,HLY1003
525554,HLY1103
525555,HLY1203
525556,HLY1303
525576,HLY1003
525577,HLY1103
525578,HLY1203
525633,HLY1203
525634,HLY1303
526672,Sponaugle_SCUBA_dives
526677,lab_Edmunds_NMMBA
526751,Global_POM
526790,Edmunds_MCR_2011
526808,Sponaugle_SCUBA_dives
526955,MV1310
526998,GC_GoM_2012-2013
527035,Bracken_GoM_2011
527061,Bracken_GoM_2011
527110,MV1310
527131,MV1310
527135,GC_GoM_2012-2013
527323,HLY1202
527354,KM1312
527359,HLY1202
527394,HLY1202
527443,HLY1202
527727,lab_Edmunds_NMMBA
527758,lab_Edmunds_NMMBA
527760,lab_Edmunds_NMMBA
527779,RR1211
527788,lab_Edmunds_NMMBA
527803,HLY1202
527822,lab_Edmunds_NMMBA
527857,lab_Edmunds_NMMBA
527882,HLY1202
527906,HLY1202
527931,HLY1202
527943,MV1008
528018,KM1312
528023,HLY1202
528043,HLY1202
528066,lab_McClintock_OA_benthic_organisms
528113,Glynn_1980s_Uva
528114,Glynn_1990s_Uva
528132,lab_UCSB_MSI_Passow
528157,lab_UCSB_MSI_Passow
528176,lab_UCSB_MSI_Passow
528244,KM1301
528245,KM1312
528390,LittleLagoon
528439,KM1301
528440,KM1312
528467,KM1301
528468,KM1312
528503,GoME_2008-2011
528518,KN210-04
528575,Menhaden_Nurseries_Collection
528597,LMG0402
528647,lab_Edmunds_NMMBA
528667,lab_Edmunds_NMMBA
528701,lab_Edmunds_NMMBA
528734,lab_Edmunds_NMMBA
528767,lab_Edmunds_NMMBA
528787,lab_Edmunds_NMMBA
528812,lab_Edmunds_NMMBA
528840,lab_Edmunds_NMMBA
528886,lab_Edmunds_NMMBA
529015,TN303
529034,AT26-10
529133,Menhaden_Nurseries_Collection
529181,KN199-04
529182,KN204-01
529613,KN192-05
529647,JPT_2009-03
529653,JPT_2009-09
529657,JPT_2009-10
529690,WS0714
529691,WS0720
529692,WS0809
532611,AUV-SG-502
532644,AUV-SG-503
532696,KN197-08
532697,MV1110
532698,AT21-04
535097,WS0714
535098,WS0720
535099,WS0809
535133,LittleLagoon
535169,lab_Edmunds_NMMBA
535226,lab_Edmunds_NMMBA
535251,lab_Edmunds_NMMBA
535273,lab_Edmunds_NMMBA
535335,lab_Edmunds_NMMBA
535365,lab_Edmunds_NMMBA
