dd_id,deployment
452410,OC404-01
452411,OC415-01
452412,OC415-03
452413,OC415-04
452414,OC415-01
452415,OC415-03
452416,OC415-01
452417,NEC-BL2003-1
452418,NH10
452419,NEC-MD2001-2
452420,AMLR2006-Leg1
452421,NBP0606
452422,AMLR2006-Leg1
452423,NBP0606
452424,NH10
452425,AESOPS_Array
452426,AESOPS_Array
452427,AESOPS_Array
452428,AESOPS_Array
452429,AESOPS_Array
452430,AESOPS_Array
452431,NEC-FA2001-1
452432,NEC-BL2003-2
452433,NEC-MP2000-1
452434,NEC-HH2000-1
452435,NEC-MP2000-1
452436,HG93_CARIACO
452437,HG93_CARIACO
452438,HG93_CARIACO
452439,HG93_CARIACO
452440,NBP-96-5
452441,KN192-05
452442,NEC-SE2005-1
452443,NEC-SE2005-1
452444,SJ0516
452445,NEC-ST2005-1
452446,NEC-ST2005-1
452447,NBP0103
452448,AT7-21
452449,EW0205
452450,EW0409
452451,FR0206-01
452452,SJ0516
452453,SJ0516
452454,FR0208
452455,GP0108
452456,GP0207-01
452457,GP0401-01
452458,HX201
452459,HX203
452460,HX205
452461,HX208
452462,HX211
452463,HX215
452464,HX216
452465,HX217
452466,HX218
452467,HX219
452468,HX223
452469,HX225
452470,HX226
452471,HX228
452472,HX230
452473,HX231
452474,HX234
452475,HX237
452476,HX238
452477,HX239
452478,HX241
452479,HX242
452480,HX243
452481,HX244
452482,HX246
452483,HX247
452484,HX248
452485,HX252
452486,HX253
452487,HX254
452488,HX257
452489,HX258
452490,HX262
452491,HX263
452492,HX267
452493,HX268
452494,HX269
452495,HX270
452496,HX271
452497,HX272
452498,HX275
452499,HX276
452500,HX279
452501,HX280
452502,HX281
452503,HX283
452504,HX286
452505,HX287
452506,HX292
452507,HX293
452508,KM0309B
452509,KM0313
452510,MF0111
452511,MF0211
452512,MF0310
452513,NH0005
452514,NH0007
452515,NH0207
452516,NH0307A
452517,PA0101
452518,PA0102
452519,PA0103
452520,PA0104
452521,PA0201
452522,PA0202
452523,PA0203
452524,PA0301
452525,PA0302
452526,PA0303
452527,PA0401
452528,PA0402
452529,PA0403
452530,R0208
452531,SE0005
452532,SE0007
452533,GP0108
452534,GP0207-01
452535,GP0401-01
452536,MF0310
452537,NBP-96-4
452538,NBP-96-04A
452539,NBP-96-5
452540,NBP-97-01
452541,NBP-97-03
452542,NBP-97-08
452543,NBP-98-2
452544,KIWI6
452545,KIWI7
452546,KIWI8
452547,KIWI9
452548,AL9403I
452549,AL9410
452550,CH0697
452551,CI9407
452552,DE9703
452553,EN261
452554,EN263
452555,EN296
452556,KN149
452557,OC302
452558,OC303
452559,OC311
452560,OC317
452561,OC319
452562,OC321
452563,OC322
452564,OC331
452565,OC332
452566,OC333
452567,OC334
452568,OC336
452569,OC337
452570,OC338
452571,OC339
452572,OC340
452573,OC341
452574,OC342
452575,OC343
452576,OC344
452577,OC345
452578,OC346
452579,OC347
452580,SJ9503
452581,SJ9504
452582,SJ9505
452583,SJ9506
452584,SJ9507
452585,SJ9508
452586,GP0108
452587,GP0207-01
452588,MF0310
452589,GP0108
452590,GP0207-01
452591,GP0401-01
452592,MF0310
452593,HX201
452594,HX203
452595,HX205
452596,HX208
452597,HX211
452598,HX215
452599,HX217
452600,HX218
452601,HX219
452602,HX223
452603,HX225
452604,HX228
452605,HX230
452606,HX231
452607,HX234
452608,HX237
452609,HX239
452610,HX241
452611,HX243
452612,HX246
452613,HX248
452614,HX252
452615,HX254
452616,HX257
452617,HX258
452618,HX262
452619,HX263
452620,HX267
452621,HX269
452622,HX270
452623,HX272
452624,HX276
452625,HX279
452626,HX281
452627,HX283
452628,HX286
452629,HX292
452630,NBP0601
452631,NBP0608
452632,NBP0601
452633,NBP0608
452634,LMG0106
452635,LMG0106
452636,RR_EB04
452637,RR_EB05
452638,LMG0106
452639,LMG0106
452640,LMG0106
452641,LMG0205
452642,HG93_CARIACO
452643,NBP0601
452644,NBP0608
452645,NBP0601
452646,NBP0608
452647,LMG0106
452648,LMG0205
452649,LMG0106
452650,LMG0205
452651,LMG0106
452652,RB-08-02
452653,RB-08-02
452654,RB-08-02
452655,RB-08-02
452656,RB-08-02
452657,CI_IronExI
452658,IronExII_MV
452659,CI_IronExI
452660,KNOX22RR
452661,IronExII_MV
452662,IronExII_MV
452663,RB-08-02
452664,RB-08-02
452665,NEC-ST2006-1
452666,NEC-MP2000-2
452667,NEC-MP2000-2
452668,NEC-PH2003-1
452669,OC379
452670,OC381
452671,RB-08-02
452672,RB-08-02
452673,HG93_CARIACO
452674,OC370
452675,OC379
452676,OC381
452677,IronExII_MV
452678,IronExII_MV
452679,IronExII_MV
452680,IronExII_MV
452681,EN203
452682,AII-119-2
452683,NBP0103
452684,NBP0104
452685,NBP0202
452686,NBP0204
452687,Darwin_45B
452688,KY0103-01
452689,KY0103-02
452690,CI_IronExI
452691,CI_IronExI
452692,KH04xx-01
452693,KH04xx-02
452694,KM0415
452695,KH04xx-01
452696,KH04xx-02
452697,KM0415
452698,USJGOFS_SMP
452699,USJGOFS_SMP
452700,USJGOFS_SMP
452701,USJGOFS_SMP
452702,USJGOFS_SMP
452703,USJGOFS_SMP
452704,USJGOFS_SMP
452705,USJGOFS_SMP
452706,USJGOFS_SMP
452707,USJGOFS_SMP
452708,USJGOFS_SMP
452709,USJGOFS_SMP
452710,USJGOFS_SMP
452711,USJGOFS_SMP
452712,USJGOFS_SMP
452713,USJGOFS_SMP
452714,WB0409
452715,WB0413
452716,WB0506
452717,WB0508
452718,WB0409
452719,WB0413
452720,WB0506
452721,WB0508
452722,WB0409
452723,WB0413
452724,WB0506
452725,WB0508
452726,USJGOFS_SMP
452727,USJGOFS_SMP
452728,USJGOFS_SMP
452729,USJGOFS_SMP
452730,USJGOFS_SMP
452731,USJGOFS_SMP
452732,USJGOFS_SMP
452733,USJGOFS_SMP
452734,USJGOFS_SMP
452735,USJGOFS_SMP
452736,USJGOFS_SMP
452737,USJGOFS_SMP
452738,USJGOFS_SMP
452739,USJGOFS_SMP
452740,USJGOFS_SMP
452741,USJGOFS_SMP
452742,USJGOFS_SMP
452743,USJGOFS_SMP
452744,USJGOFS_SMP
452745,USJGOFS_SMP
452746,USJGOFS_SMP
452747,USJGOFS_SMP
452748,USJGOFS_SMP
452749,USJGOFS_SMP
452750,USJGOFS_SMP
452751,USJGOFS_SMP
452752,USJGOFS_SMP
452753,NBP0103
452754,LMG0104
452755,LMG0106
452756,LMG0203
452757,LMG0205
452758,61TG_3052
452759,USJGOFS_SMP
452760,OC415-01
452761,OC415-03
452762,61TG_3052
452763,OC399-03
452764,OC408-01
452765,OC408-02
452766,KN192-05
452767,OC399-03
452768,OC408-01
452769,OC408-02
452770,OC399-03
452771,OC408-01
452772,OC408-02
452773,OC399-03
452774,OC408-01
452775,OC408-02
452776,OC399-03
452777,OC408-01
452778,OC408-02
452779,OC399-03
452780,OC408-01
452781,OC408-02
452782,RB-08-02
452783,RB-08-02
452784,KM0704
452785,NBP0601
452786,NBP0608
452787,KM0704
452788,KM0817
452789,KM0715
452790,lab_WHOI_sd_C-MORE
452791,RB-08-02
452792,RB-08-02
452793,W0306A
452794,W0308C
452795,AT11-17
452796,AT11-30
452797,TUIM14MV
452798,TN200
452799,W0306A
452800,W0308C
452801,AT11-17
452802,AT11-30
452803,TUIM14MV
452804,TN200
452805,AT11-17
452806,AT11-30
452807,TUIM14MV
452808,TN200
452809,W0306A
452810,W0308C
452811,AT11-17
452812,AT11-30
452813,TN200
452814,TUIM14MV
452815,W0306A
452816,W0308C
452817,AT11-17
452818,AT11-30
452819,TN200
452820,TUIM14MV
452821,W0306A
452822,W0308C
452823,KH68-4
452824,KH69-4
452825,KH71-5
452826,KH74-2
452827,KH75-4
452828,KH76-1
452829,KH76-5
452830,MARU_3
452831,Colombo
452832,Gulf_of_Thailand
452833,Honiara
452834,Kabira_Bay
452835,Penang
452836,Persian_Gulf
452837,South_Yemen
452838,Surabaya
452839,Sydney
452840,Tokyo_Bay
452841,KN192-05
452842,KH76-3
452843,TT039
452844,TT039
452845,TT007
452846,TT011
452847,HG93_CARIACO
452848,LMG0103
452849,LMG0201A
452850,LMG0103
452851,LMG0201A
452852,LMG0103
452853,LMG0201A
452854,LMG0103
452855,LMG0201A
452856,LMG0201A
452857,LMG0302
452858,LMG0201A
452859,LMG0302
452860,LMG0201A
452861,LMG0302
452862,W0407A
452863,W0505C
452864,W0508
452865,W0605B
452866,W0407A
452867,W0505C
452868,W0508
452869,W0605B
452870,W0407A
452871,W0505C
452872,W0508
452873,W0605B
452874,W0407A
452875,W0505C
452876,W0508
452877,W0605B
452878,W0407A
452879,W0505C
452880,W0508
452881,W0605B
452882,W0407A
452883,W0505C
452884,W0508
452885,W0605B
452886,W0407A
452887,W0505C
452888,W0508
452889,W0605B
452890,W0407A
452891,W0505C
452892,W0508
452893,W0605B
452894,W0407A
452895,W0505C
452896,W0508
452897,W0605B
452898,W0407A
452899,W0505C
452900,W0508
452901,W0605B
452902,W0407A
452903,W0505C
452904,W0508
452905,W0605B
452906,W0407A
452907,W0505C
452908,W0605B
452909,LMG0103
452910,LMG0201A
452911,LMG0103
452912,LMG0201A
452913,LMG0103
452914,LMG0201A
452915,LMG0103
452916,LMG0201A
452917,LMG0201A
452918,LMG0302
452919,LMG0201A
452920,LMG0302
452921,LMG0201A
452922,LMG0302
452923,KM0703
452924,SJ0609
452925,KM0703
452926,SJ0609
452927,KM0715
452928,KM0704
452929,KM0817
452930,KM0814
452931,KM0814
452932,KM0703
452933,SJ0609
452934,KM0715
452935,KM0715
452936,KM0715
452937,KM0715
452938,KM0715
452939,KM0715
452940,KM0715
452941,KM0814
452942,lab_WHOI_sd_C-MORE
452943,ANT-XXIV_1
452944,ANT-XXIV_1
452945,NBP0104
452946,NEP_buoy_dep1
452947,NEP_buoy_dep1
452948,NE_Peak
452949,NE_Peak
452950,NEP_buoy_dep2
452951,NEP_buoy_dep2
452952,NEP_buoy_dep2
452953,NEP_buoy_dep2
452954,NEP_buoy_dep2
452955,NEP_buoy_dep2b
452956,NEP_buoy_dep2
452957,NEP_buoy_dep2
452958,NEP_buoy_dep1
452959,NEP_buoy_dep1
452960,NEP_buoy_dep1
452961,NEP_buoy_dep1
452962,NEP_buoy_dep3.3
452963,NEP_buoy_dep3.1
452964,NEP_buoy_dep3.2
452965,NEP_buoy_dep3.4
452966,NEP_buoy_dep3.4
452967,SF_buoy_dep1
452968,SF_buoy_dep2
452969,SF_buoy_dep3
452970,SF_buoy_dep4
452971,SF_buoy_dep5
452972,SF_buoy_dep5
452973,SF_buoy_dep6
452974,SF_buoy_dep7.1
452975,SF_buoy_dep7.2
452976,SF_buoy_dep7.2
452977,SF_buoy_dep8.1
452978,SF_buoy_dep8.2
452979,KM0715
452980,KM0704
452981,KM0814
452982,KM0817
452983,RB-08-02
452984,EN307
452985,OC332
452986,OC334
452987,EN330
452988,EN331
452989,RB-08-02
452990,RB-08-02
452991,RB-08-02
452992,RB-08-02
452993,RB-08-02
452994,HG93_CARIACO
452995,HG93_CARIACO
452996,RHB0603
452997,KM0704
452998,RB-07-05
452999,LMG0106
453000,LMG0205
453001,LMG0106
453002,LMG0205
453003,LMG0106
453004,LMG0205
453005,LMG0106
453006,LMG0205
453007,SECM
453008,RB-08-02
453009,RB-08-02
453010,PE07-32
453011,RB-08-02
453012,RB-08-02
453013,RB-08-02
453014,61TG_3052
453015,EN276
453016,lab_WHOI_broadscale_summary
453017,GB_GSChannel_buoy_1
453018,ST2
453019,East_Flank
453020,Scotian_Shelf
453021,RB-08-02
453022,VDT0410
453023,VDT0410
453024,VDT0410
453025,VDT0410
453026,VDT0410
453027,VDT0410
453028,VDT0410
453029,VDT0410
453030,VDT0410
453031,VDT0410
453032,VDT0410
453033,VDT0410
453034,VDT0410
453035,SECM
453036,VDT0410
453037,SECM
453038,VDT0410
453039,SECM
453040,VDT0410
453041,VDT0410
453042,VDT0410
453043,VDT0410
453044,VDT0410
453045,RISE2004
453046,RISE2005a
453047,RISE2005b
453048,RISE2005b
453049,RISE2006a
453050,RISE2006b
453051,AT89
453052,AT100
453053,AT112
453054,AT93
453055,AT95
453056,AT96
453057,AT98
453058,AT113
453059,AT97
453060,AT114
453061,AT116
453062,W0306A
453063,W0308C
453064,AT11-17
453065,AT11-30
453066,TUIM14MV
453067,TN200
453068,lab_SMAST-model
453069,lab_WHOI-pseudocal
453070,lab_UNH-model
453071,ORI_historical
453072,JPT_2002-16
453073,KY0202-02
453074,SERIES_ElPuma
453075,OC404-01
453076,WB0409
453077,KNOX22RR
453078,KNOX22RR
453079,NEC-BB2006-1
453080,PCE_multi
453081,X0606
453082,X0705
453083,X0606
453084,X0705
453085,X0606
453086,X0705
453087,KNOX22RR
453088,NEC-RB2005-1
453089,KNOX22RR
453090,OC447
453091,OC447
453092,ANT-XII_2
453093,NBP0601
453094,NBP0608
453095,W0005A
453096,W0008
453097,T0205
453098,R0208
453099,GC2002-4
453100,KNOX22RR
453101,jc0005
453102,jc0009
453103,jc0012
453104,jc0016
453105,jc0018
453106,jc0105
453107,jc0109
453108,jc0113
453109,jc0116
453110,jc0118
453111,jc0205
453112,jc0209
453113,jc0213
453114,jc0216
453115,jc0302
453116,jc0305
453117,jc0308
453118,jc0310
453119,jc0312
453120,jc0406
453121,jc0408
453122,jc0411
453123,jc0414
453124,jc0506
453125,jc0508
453126,jc0510
453127,jc0512
453128,jc0608
453129,jc0611
453130,jc0613
453131,jc0616
453132,jc9706
453133,jc9709
453134,jc9711
453135,jc9714
453136,jc9717
453137,jc9805
453138,jc9808
453139,jc9811
453140,jc9815
453141,jc9818
453142,jc9906
453143,jc9909
453144,jc9912
453145,jc9915
453146,jc9918
453147,jc0304b
453148,jc0005
453149,jc0009
453150,jc0012
453151,jc0016
453152,jc0018
453153,jc0105
453154,jc0109
453155,jc0113
453156,jc0116
453157,jc0118
453158,jc0205
453159,jc0209
453160,jc0213
453161,jc0216
453162,jc0302
453163,jc0305
453164,jc0308
453165,jc0310
453166,jc0312
453167,jc0406
453168,jc0408
453169,jc0411
453170,jc0414
453171,jc0506
453172,jc0508
453173,jc0510
453174,jc0512
453175,jc0608
453176,jc0611
453177,jc0613
453178,jc0616
453179,jc9706
453180,jc9709
453181,jc9711
453182,jc9714
453183,jc9717
453184,jc9805
453185,jc9808
453186,jc9811
453187,jc9815
453188,jc9818
453189,jc9906
453190,jc9909
453191,jc9912
453192,jc9915
453193,jc9918
453194,jc0304b
453195,jc0009
453196,jc0012
453197,jc0016
453198,jc0018
453199,jc0105
453200,jc0109
453201,jc0113
453202,jc0116
453203,jc0118
453204,jc0209
453205,jc0213
453206,jc0216
453207,jc0305
453208,jc0308
453209,jc0310
453210,jc0312
453211,jc0406
453212,jc0408
453213,jc0411
453214,jc0414
453215,jc0508
453216,jc0510
453217,jc0512
453218,jc0608
453219,jc0611
453220,jc0613
453221,jc0616
453222,jc9706
453223,jc9709
453224,jc9711
453225,jc9714
453226,jc9717
453227,jc9805
453228,jc9808
453229,jc9811
453230,jc9815
453231,jc9818
453232,jc9906
453233,jc9909
453234,jc9912
453235,jc9915
453236,jc9918
453237,jc0304b
453238,jc0009
453239,jc0012
453240,jc0016
453241,jc0018
453242,jc0105
453243,jc0109
453244,jc0113
453245,jc0116
453246,jc0118
453247,jc0209
453248,jc0213
453249,jc0216
453250,jc0305
453251,jc0308
453252,jc0310
453253,jc0312
453254,jc0406
453255,jc0408
453256,jc0411
453257,jc0414
453258,jc0508
453259,jc0510
453260,jc0512
453261,jc0608
453262,jc0611
453263,jc0613
453264,jc9706
453265,jc9709
453266,jc9711
453267,jc9714
453268,jc9717
453269,jc9805
453270,jc9808
453271,jc9811
453272,jc9815
453273,jc9818
453274,jc9906
453275,jc9909
453276,jc9912
453277,jc9915
453278,jc9918
453279,jc0304b
453280,jc0005
453281,jc0009
453282,jc0012
453283,jc0016
453284,jc0018
453285,jc0105
453286,jc0109
453287,jc0113
453288,jc0116
453289,jc0118
453290,jc0205
453291,jc0209
453292,jc0213
453293,jc0216
453294,jc0302
453295,jc0305
453296,jc0308
453297,jc0312
453298,jc0406
453299,jc0408
453300,jc0411
453301,jc0414
453302,jc0506
453303,jc0508
453304,jc0510
453305,jc0512
453306,jc9906
453307,jc9909
453308,jc9912
453309,jc9915
453310,jc9918
453311,jc0304b
453312,jc0005
453313,jc0009
453314,jc0012
453315,jc0016
453316,jc0018
453317,jc0105
453318,jc0109
453319,jc0113
453320,jc0116
453321,jc0118
453322,jc0205
453323,jc0209
453324,jc0213
453325,jc0216
453326,jc0302
453327,jc0305
453328,jc0308
453329,jc0310
453330,jc0312
453331,jc0406
453332,jc0408
453333,jc0411
453334,jc0414
453335,jc0506
453336,jc0508
453337,jc0510
453338,jc0512
453339,jc0608
453340,jc0611
453341,jc0613
453342,jc0616
453343,jc9706
453344,jc9709
453345,jc9711
453346,jc9714
453347,jc9717
453348,jc9805
453349,jc9808
453350,jc9811
453351,jc9815
453352,jc9818
453353,jc9906
453354,jc9909
453355,jc9912
453356,jc9915
453357,jc9918
453358,jc0304b
453359,GP0207-01
453360,MF0310
453361,GP0401-01
453362,NEC-AR2005-1
453363,NEC-AR2005-1
453364,OI_SST_JB
453365,AL9801
453366,AL9801
453367,AL9801
453368,W0407A
453369,W0505C
453370,W0508
453371,W0605B
453372,PE03-NGOMEX
453373,PE04-NGOMEX
453374,PE06-NGOMEX
453375,PE07-NGOMEX
453376,KN197-08
453377,NBP0601
453378,NBP0601
453379,NBP0608
453380,KN197-08
453381,NBP0202
453382,KNOX22RR
453383,NBP0204
453384,KN197-08
453385,KN197-08
453386,KN197-08
453387,EN351
453388,EN360
453389,OC374
453390,OC413
453391,WS0503
453392,WS0518
453393,WS0528
453394,WS0705
453395,KN197-08
453396,NEC-BB2006-1
453397,NEC-BB2006-1
453398,KM0703
453399,SJ0609
453400,NEC-MP2007-1
453401,TN253
453402,CN207
453403,W0407A
453404,W0505C
453405,W0508
453406,W0605B
453407,W0306A
453408,W0308C
453409,AT11-17
453410,AT11-30
453411,TUIM14MV
453412,TN200
453413,HOT_Prochlorococcus
453414,BATS_Prochlorococcus
453415,EN487
453416,PE03-NGOMEX
453417,PE04-NGOMEX
453418,PE06-NGOMEX
453419,PE07-NGOMEX
453420,PE09-05
453421,RHB0603
453422,KN193-03
453423,KN193-03
453424,KN197-08
453425,EN402
453426,EN416
453428,KM0715
453429,KM0817
453430,KM0704
453431,KM0814
453432,NBP1005
453433,PEJun2000
453434,KM0814
453435,KN193-03
453436,KM0814
453437,B4-2008
453438,NEC-MP2007-1
453439,KM0812
453440,NEC-LL2006-1
453441,B9-2008
453442,B10-2008
453443,GF222_BATS
453444,GF226_BATS
453445,CH-05-08
453446,KM0812
453447,B4-2008
453448,B9-2008
453449,B10-2008
453450,OC454-02
453451,OC454-02
453452,EN484
453453,KM0701
453454,KM0701
453455,KM0701
453456,KM0701
453457,KM0701
453458,KM0701
453459,B10-2008
453460,KM0814
453461,B9-2008
453462,B4-2008
453463,KM0701
453464,OC298
453465,OC300
453466,OC302
453467,OC317
453468,OC319
453469,OC322
453470,OC336
453471,OC341
453472,SJ9508
453473,EN261
453474,EN263
453475,EN265
453476,EN276
453477,EN278
453478,EN282
453479,EN320
453480,EN395
453481,OC275
453482,OC298
453483,OC300
453484,OC301
453485,OC302
453486,OC303
453487,OC317
453488,OC319
453489,OC322
453490,OC336
453491,OC341
453492,OC384
453493,AJ9201
453494,AJ9301
453495,AJ9501
453496,AJ9502
453497,AJ9601
453498,AJ9602
453499,AJ9603
453500,AJ9604
453501,AJ9701
453502,AJ9801
453503,AJ9901
453504,AJ9902
453505,AL0001
453506,AL0002
453507,AL0003
453508,AL0004
453509,AL0005
453510,AL0006
453511,AL0007
453512,AL0102
453513,AL0103
453514,AL0106
453515,AL0107
453516,AL0108
453517,AL0109
453518,AL0110
453519,AL0111
453520,AL0202
453521,AL0203
453522,AL0204
453523,AL0206
453524,AL0208
453525,AL0209
453526,AL0210
453527,AL0301
453528,AL0305
453529,AL0306
453530,AL0401
453531,AL0402
453532,AL0403
453533,AL0404
453534,AL0405
453535,AL0406
453536,AL0408
453537,AL0409
453538,AL0410
453539,AL0501
453540,AL0502
453541,AL0503
453542,AL0504
453543,AL0505
453544,AL0506
453545,AL0507
453546,AL0508
453547,AL0509
453548,AL0602
453549,AL0603
453550,AL0604
453551,AL0605
453552,AL0606
453553,AL0607
453554,AL0608
453555,AL0701
453556,AL0702
453557,AL0703
453558,AL0705
453559,AL0707
453560,AL0708
453561,AL0801
453562,AL0802
453563,AL0803
453564,AL7807
453565,AL7906
453566,AL7911
453567,AL7913
453568,AL8002
453569,AL8010
453570,AL8012
453571,AL8101
453572,AL8111
453573,AL8114
453574,AL8202
453575,AL8204
453576,AL8207
453577,AL8209
453578,AL8304
453579,AL8403
453580,AL8504
453581,AL8606
453582,AL8702
453583,AL8703
453584,AL8706
453585,AL8803
453586,AL8810
453587,AL8811
453588,AL9202
453589,AL9203
453590,AL9204
453591,AL9205
453592,AL9211
453593,AL9303
453594,AL9304
453595,AL9305
453596,AL9306
453597,AL9403
453598,AL9404
453599,AL9405
453600,AL9406
453601,AL9407
453602,AL9409
453603,AL9410
453604,AL9501
453605,AL9502
453606,AL9503
453607,AL9504
453608,AL9505
453609,AL9506
453610,AL9507
453611,AL9508
453612,AL9509
453613,AL9510
453614,AL9512
453615,AL9601
453616,AL9602
453617,AL9603
453618,AL9604
453619,AL9605
453620,AL9606
453621,AL9607
453622,AL9608
453623,AL9609
453624,AL9610
453625,AL9611
453626,AL9612
453627,AL9701
453628,AL9702
453629,AL9703
453630,AL9704
453631,AL9705
453632,AL9707
453633,AL9708
453634,AL9709
453635,AL9711
453636,AL9801
453637,AL9802
453638,AL9803
453639,AL9804
453640,AL9806
453641,AL9807
453642,AL9808
453643,AL9809
453644,AL9811
453645,AL9901
453646,AL9902
453647,AL9903
453648,AL9904
453649,AL9905
453650,AL9906
453651,AL9907
453652,AL9908
453653,AL9909
453654,AL9910
453655,AL9911
453656,AM0301
453657,AM9103
453658,AR7701
453659,AR7804
453660,BE7801
453661,BE7803
453662,BE7804
453663,BE7901
453664,DE0006
453665,DE0007
453666,DE0008
453667,DE0010
453668,DE0101
453669,DE0104
453670,DE0105
453671,DE0106
453672,DE0107
453673,DE0108
453674,DE0109
453675,DE0201
453676,DE0208
453677,DE0210
453678,DE0301
453679,DE0302
453680,DE0303
453681,DE0305
453682,DE0308
453683,DE0310
453684,DE0404
453685,DE0405
453686,DE0412
453687,DE0413
453688,DE0415
453689,DE0501
453690,DE0505
453691,DE0510
453692,DE0511
453693,DE0512
453694,DE0514
453695,DE0601
453696,DE0602
453697,DE0604
453698,DE0613
453699,DE0615
453700,DE0616
453701,DE0701
453702,DE0702
453703,DE0705
453704,DE0706
453705,DE0707
453706,DE0708
453707,DE0709
453708,DE0710
453709,DE0711
453710,DE0801
453711,DE0802
453712,DE0803
453713,DE0806
453714,DE0808
453715,DE0809
453716,DE0810
453717,DE0901
453718,DE0902
453719,DE0907
453720,DE0908
453721,DE0909
453722,DE0911
453723,DE7802
453724,DE7903
453725,DE7905
453726,DE8003
453727,DE8103
453728,DE8203
453729,DE8206
453730,DE8209
453731,DE8301
453732,DE8309
453733,DE8401
453734,DE8409
453735,DE8501
453736,DE8503
453737,DE8507
453738,DE8510
453739,DE8601
453740,DE8603
453741,DE8607
453742,DE8610
453743,DE8701
453744,DE8704
453745,DE8708
453746,DE8710
453747,DE8801
453748,DE8812
453749,DE8901
453750,DE8904
453751,DE8907
453752,DE8909
453753,DE9001
453754,DE9003
453755,DE9005
453756,DE9006
453757,DE9011
453758,DE9012
453759,DE9014
453760,DE9101
453761,DE9103
453762,DE9105
453763,DE9108
453764,DE9110
453765,DE9111
453766,DE9113
453767,DE9201
453768,DE9202
453769,DE9203
453770,DE9205
453771,DE9206
453772,DE9207
453773,DE9212
453774,DE9214
453775,DE9301
453776,DE9306
453777,DE9308
453778,DE9311
453779,DE9312
453780,DE9314
453781,DE9401
453782,DE9402
453783,DE9403
453784,DE9404
453785,DE9406
453786,DE9407
453787,DE9408
453788,DE9409
453789,DE9412
453790,DE9705
453791,DE9706
453792,DE9707
453793,DE9708
453794,DE9803
453795,DE9804
453796,DE9806
453797,DE9808
453798,DE9810
453799,DE9813
453800,DE9901
453801,DE9903
453802,DE9905
453803,DE9906
453804,DE9907
453805,DE9908
453806,EL9904
453807,EL9905
453808,EV8001
453809,EV8004
453810,EV8006
453811,HB0709
453812,HB0710
453813,HB0802
453814,HB0803
453815,HB0804
453816,HB0805
453817,HB0806
453818,HB0807
453819,HB0901
453820,HB0905
453821,IS9601
453822,IS9801
453823,IS9901
453824,KT9502
453825,KT9504
453826,KT9505
453827,KZ7711
453828,KZ8103
453829,MM7711
453830,NO0201
453831,NP9901
453832,OR8905
453833,OR9105
453834,OR9204
453835,OR9304
453836,PE9501
453837,PE9502
453838,PE9602
453839,RL9401
453840,RL9501
453841,S10801
453842,S10901
453843,SJ9503
453844,SJ9505
453845,SJ9507
453846,WI8002
453847,YU7702
453848,CHA9103
453849,UNK0701
453850,ZOD9201
453851,ZOD9202
453852,ZOD9203
453853,ZOD9301
453854,AA8704
453855,AI7801
453856,AJ9604
453857,AJ9901
453858,AL0001
453859,AL0002
453860,AL0005
453861,AL0006
453862,AL0007
453863,AL0102
453864,AL0103
453865,AL0106
453866,AL0109
453867,AL0110
453868,AL0111
453869,AL0202
453870,AL0203
453871,AL0204
453872,AL0206
453873,AL0210
453874,AL0305
453875,AL0306
453876,AL0401
453877,AL0402
453878,AL0403
453879,AL0405
453880,AL0408
453881,AL0409
453882,AL0410
453883,AL0502
453884,AL0503
453885,AL0505
453886,AL0507
453887,AL0508
453888,AL0509
453889,AL0602
453890,AL0603
453891,AL0605
453892,AL0607
453893,AL0608
453894,AL0702
453895,AL0703
453896,AL0707
453897,AL7702
453898,AL7802
453899,AL7804
453900,AL7807
453901,AL7903
453902,AL7906
453903,AL7911
453904,AL7913
453905,AL8002
453906,AL8003
453907,AL8010
453908,AL8012
453909,AL8101
453910,AL8107
453911,AL8110
453912,AL8113
453913,AL8114
453914,AL8202
453915,AL8206
453916,AL8208
453917,AL8211
453918,AL8301
453919,AL8302
453920,AL8304
453921,AL8307
453922,AL8308
453923,AL8402
453924,AL8403
453925,AL8406
453926,AL8407
453927,AL8408
453928,AL8502
453929,AL8504
453930,AL8507
453931,AL8508
453932,AL8602
453933,AL8604
453934,AL8605
453935,AL8701
453936,AL8705
453937,AL8707
453938,AL8802
453939,AL8807
453940,AL8809
453941,AL8811
453942,AL9203
453943,AL9206
453944,AL9208
453945,AL9210
453946,AL9211
453947,AL9302
453948,AL9303
453949,AL9304
453950,AL9409
453951,AL9501
453952,AL9503
453953,AL9504
453954,AL9507
453955,AL9509
453956,AL9510
453957,AL9512
453958,AL9603
453959,AL9604
453960,AL9609
453961,AL9611
453962,AL9702
453963,AL9703
453964,AL9704
453965,AL9706
453966,AL9709
453967,AL9711
453968,AL9802
453969,AL9803
453970,AL9804
453971,AL9807
453972,AL9811
453973,AL9902
453974,AL9903
453975,AL9910
453976,AL9911
453977,AM0301
453978,AM9101
453979,AR7701
453980,AR7804
453981,AV9401
453982,BE7801
453983,BE7803
453984,BE7804
453985,BE7901
453986,BE7903
453987,BE7905
453988,DE0006
453989,DE0105
453990,DE0210
453991,DE0301
453992,DE0302
453993,DE0303
453994,DE0305
453995,DL0501
453996,DL0602
453997,DL0616
453998,DL0701
453999,DL0706
454000,DL0709
454001,DL0711
454002,DL7703
454003,DL7705
454004,DL7707
454005,DL7802
454006,DL7903
454007,DL7904
454008,DL7905
454009,DL8002
454010,DL8003
454011,DL8102
454012,DL8103
454013,DL8104
